Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
CP,Chrome 111.0.0.0,,,2023-04-03 08:34:09,2023-04-03 08:43:55,9m - 46.101s,ERROR
,,,,,,,
Test Cases/Web/LOG/LOG-01,Chrome 111.0.0.0,Log in using a valid credential,Positive,2023-04-03 08:34:09,2023-04-03 08:34:23,13.972s,PASSED
"openBrowser("""")",Chrome 111.0.0.0,,,2023-04-03 08:34:10,2023-04-03 08:34:12,2.449s,PASSED
"navigateToUrl(""https://demo-app.online/login"")",Chrome 111.0.0.0,,,2023-04-03 08:34:12,2023-04-03 08:34:15,2.617s,PASSED
"email = ""burnerforpractice02@gmail.com""",Chrome 111.0.0.0,,,2023-04-03 08:34:15,2023-04-03 08:34:15,0.001s,PASSED
"setText(findTestObject(""Object Repository/Web/Login/Login_inputText_Email""), email)",Chrome 111.0.0.0,,,2023-04-03 08:34:15,2023-04-03 08:34:16,1.130s,PASSED
"setText(findTestObject(""Object Repository/Web/Login/Login_inputText_Password""), ""testingtesting"")",Chrome 111.0.0.0,,,2023-04-03 08:34:16,2023-04-03 08:34:16,0.679s,PASSED
"click(findTestObject(""Object Repository/Web/Login/Login_button_Login""))",Chrome 111.0.0.0,,,2023-04-03 08:34:16,2023-04-03 08:34:18,1.639s,PASSED
delay(5),Chrome 111.0.0.0,,,2023-04-03 08:34:18,2023-04-03 08:34:23,5.031s,PASSED
"assert getUrl() == ""https://demo-app.online/""",Chrome 111.0.0.0,,,2023-04-03 08:34:23,2023-04-03 08:34:23,0.016s,PASSED
"emailConfirm = executeJavaScript(""return mail;"", null)",Chrome 111.0.0.0,,,2023-04-03 08:34:23,2023-04-03 08:34:23,0.033s,PASSED
assert emailConfirm == email,Chrome 111.0.0.0,,,2023-04-03 08:34:23,2023-04-03 08:34:23,0.002s,PASSED
,,,,,,,
Test Cases/Web/CP/CP-01,Chrome 111.0.0.0,Change every field with valid inputs,Positive,2023-04-03 08:34:23,2023-04-03 08:34:34,11.264s,PASSED
"navigateToUrl(""https://demo-app.online/dashboard/profile"")",Chrome 111.0.0.0,,,2023-04-03 08:34:23,2023-04-03 08:34:24,0.741s,PASSED
"uploadFilePath = ""/Include/Resources/""",Chrome 111.0.0.0,,,2023-04-03 08:34:24,2023-04-03 08:34:24,0.001s,PASSED
"uploadFileName = ""cat01.jpeg""",Chrome 111.0.0.0,,,2023-04-03 08:34:24,2023-04-03 08:34:24,0.001s,PASSED
"file = new java.io.File(com.kms.katalon.core.configuration.RunConfiguration.getProjectDir(), (uploadFilePath + uploadFileName))",Chrome 111.0.0.0,,,2023-04-03 08:34:24,2023-04-03 08:34:24,0.002s,PASSED
inputImage = file.toString(),Chrome 111.0.0.0,,,2023-04-03 08:34:24,2023-04-03 08:34:24,0.002s,PASSED
"inputName = ""Edited Value"".trim()",Chrome 111.0.0.0,,,2023-04-03 08:34:24,2023-04-03 08:34:24,0.001s,PASSED
"inputPhone = ""081123456789""",Chrome 111.0.0.0,,,2023-04-03 08:34:24,2023-04-03 08:34:24,0.001s,PASSED
"inputBirthday = ""01-Jan-2000""",Chrome 111.0.0.0,,,2023-04-03 08:34:24,2023-04-03 08:34:24,0.001s,PASSED
"originalNameProfile = getText(findTestObject(""WEB/Profile/Profile_text_Name"")).trim()",Chrome 111.0.0.0,,,2023-04-03 08:34:24,2023-04-03 08:34:25,0.680s,PASSED
"click(findTestObject(""WEB/Profile/Profile_button_EditProfile""))",Chrome 111.0.0.0,,,2023-04-03 08:34:25,2023-04-03 08:34:26,0.690s,PASSED
"uploadFile(findTestObject(""WEB/Change Profile/ChangeProfile_button_uploadButton""), inputImage)",Chrome 111.0.0.0,,,2023-04-03 08:34:26,2023-04-03 08:34:26,0.636s,PASSED
"setText(findTestObject(""WEB/Change Profile/ChangeProfile_inputText_Name""), inputName)",Chrome 111.0.0.0,,,2023-04-03 08:34:26,2023-04-03 08:34:27,0.767s,PASSED
"setText(findTestObject(""WEB/Change Profile/ChangeProfile_inputText_Phone""), inputPhone)",Chrome 111.0.0.0,,,2023-04-03 08:34:27,2023-04-03 08:34:28,0.686s,PASSED
"setText(findTestObject(""WEB/Change Profile/ChangeProfile_inputText_BirthDay""), inputBirthday)",Chrome 111.0.0.0,,,2023-04-03 08:34:28,2023-04-03 08:34:29,0.967s,PASSED
"click(findTestObject(""WEB/Change Profile/ChangeProfile_button_Save""))",Chrome 111.0.0.0,,,2023-04-03 08:34:29,2023-04-03 08:34:30,1.757s,PASSED
delay(2),Chrome 111.0.0.0,,,2023-04-03 08:34:30,2023-04-03 08:34:32,2.012s,PASSED
