Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
REG,Chrome 111.0.0.0,,,2023-04-03 05:39:15,2023-04-03 05:55:18,16m - 3.089s,ERROR
,,,,,,,
Test Cases/Web/REG/REG-11,Chrome 111.0.0.0,Verify 'Nama' field is working correctly with valid input,Positive,2023-04-03 05:39:15,2023-04-03 05:41:10,1m - 55.230s,PASSED
"openBrowser("""")",Chrome 111.0.0.0,,,2023-04-03 05:39:16,2023-04-03 05:39:18,2.544s,PASSED
"testData = findTestData(""Data Files/Web/Register_Name"")",Chrome 111.0.0.0,,,2023-04-03 05:39:18,2023-04-03 05:39:19,0.613s,PASSED
"for ([i = 1, i <= testData.getRowNumbers(), (i++)])",Chrome 111.0.0.0,,,2023-04-03 05:39:19,2023-04-03 05:41:10,1m - 51.674s,PASSED
,,,,,,,
Test Cases/Web/REG/REG-12,Chrome 111.0.0.0,Register a new user with valid credential,Positive,2023-04-03 05:41:10,2023-04-03 05:41:24,13.408s,PASSED
"openBrowser("""")",Chrome 111.0.0.0,,,2023-04-03 05:41:11,2023-04-03 05:41:12,1.811s,PASSED
"navigateToUrl(""https://demo-app.online/daftar"")",Chrome 111.0.0.0,,,2023-04-03 05:41:12,2023-04-03 05:41:14,1.644s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_BirthDay""), ""18-Feb-1997"")",Chrome 111.0.0.0,,,2023-04-03 05:41:14,2023-04-03 05:41:15,1.040s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Email""), ""Test@Mail.com"")",Chrome 111.0.0.0,,,2023-04-03 05:41:15,2023-04-03 05:41:16,0.876s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Whatsapp""), ""081324387267"")",Chrome 111.0.0.0,,,2023-04-03 05:41:16,2023-04-03 05:41:17,0.665s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_KataSandi""), ""testingtesting"")",Chrome 111.0.0.0,,,2023-04-03 05:41:17,2023-04-03 05:41:17,0.656s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_KonfirmasiKataSandi""), ""testingtesting"")",Chrome 111.0.0.0,,,2023-04-03 05:41:17,2023-04-03 05:41:18,0.670s,PASSED
"check(findTestObject(""Object Repository/Web/Register/Reg_Checkbox_SyaratDanKetentuan""))",Chrome 111.0.0.0,,,2023-04-03 05:41:18,2023-04-03 05:41:18,0.379s,PASSED
"click(findTestObject(""Object Repository/Web/Register/Reg_Button_Daftar""))",Chrome 111.0.0.0,,,2023-04-03 05:41:18,2023-04-03 05:41:19,0.376s,PASSED
"isValid = executeJavaScript(""document.getElementById(""name"").reportValidity();"", null)",Chrome 111.0.0.0,,,2023-04-03 05:41:19,2023-04-03 05:41:19,0.043s,PASSED
"assert !(isValid) : ""Validation error should be displayed""",Chrome 111.0.0.0,,,2023-04-03 05:41:19,2023-04-03 05:41:19,0.000s,PASSED
delay(5),Chrome 111.0.0.0,,,2023-04-03 05:41:19,2023-04-03 05:41:24,5.009s,PASSED
"assert getUrl() != ""https://demo-app.online/email/verify""",Chrome 111.0.0.0,,,2023-04-03 05:41:24,2023-04-03 05:41:24,0.011s,PASSED
,,,,,,,
Test Cases/Web/REG/REG-13,Chrome 111.0.0.0,New user registration with white space value in the 'Nama' field,Negative,2023-04-03 05:41:24,2023-04-03 05:41:39,15.035s,PASSED
"openBrowser("""")",Chrome 111.0.0.0,,,2023-04-03 05:41:24,2023-04-03 05:41:26,1.832s,PASSED
"navigateToUrl(""https://demo-app.online/daftar"")",Chrome 111.0.0.0,,,2023-04-03 05:41:26,2023-04-03 05:41:27,1.422s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Nama""), ""  "")",Chrome 111.0.0.0,,,2023-04-03 05:41:27,2023-04-03 05:41:28,0.883s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_BirthDay""), ""18-Feb-1997"")",Chrome 111.0.0.0,,,2023-04-03 05:41:28,2023-04-03 05:41:29,0.845s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Email""), ""Test@Mail.com"")",Chrome 111.0.0.0,,,2023-04-03 05:41:29,2023-04-03 05:41:30,0.904s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Whatsapp""), ""081324387267"")",Chrome 111.0.0.0,,,2023-04-03 05:41:30,2023-04-03 05:41:31,0.680s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_KataSandi""), ""testingtesting"")",Chrome 111.0.0.0,,,2023-04-03 05:41:31,2023-04-03 05:41:31,0.675s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_KonfirmasiKataSandi""), ""testingtesting"")",Chrome 111.0.0.0,,,2023-04-03 05:41:31,2023-04-03 05:41:32,0.691s,PASSED
"check(findTestObject(""Object Repository/Web/Register/Reg_Checkbox_SyaratDanKetentuan""))",Chrome 111.0.0.0,,,2023-04-03 05:41:32,2023-04-03 05:41:33,0.512s,PASSED
"click(findTestObject(""Object Repository/Web/Register/Reg_Button_Daftar""))",Chrome 111.0.0.0,,,2023-04-03 05:41:33,2023-04-03 05:41:34,1.224s,PASSED
"isValid = executeJavaScript(""document.getElementById(""name"").reportValidity();"", null)",Chrome 111.0.0.0,,,2023-04-03 05:41:34,2023-04-03 05:41:34,0.037s,PASSED
"assert !(isValid) : ""Validation error should be displayed""",Chrome 111.0.0.0,,,2023-04-03 05:41:34,2023-04-03 05:41:34,0.000s,PASSED
delay(5),Chrome 111.0.0.0,,,2023-04-03 05:41:34,2023-04-03 05:41:39,5.010s,PASSED
"assert getUrl() != ""https://demo-app.online/email/verify""",Chrome 111.0.0.0,,,2023-04-03 05:41:39,2023-04-03 05:41:39,0.010s,PASSED
,,,,,,,
Test Cases/Web/REG/REG-14,Chrome 111.0.0.0,New user registration with special char in the 'Nama' field,Negative,2023-04-03 05:41:39,2023-04-03 05:41:50,11.457s,FAILED
"openBrowser("""")",Chrome 111.0.0.0,,,2023-04-03 05:41:39,2023-04-03 05:41:41,1.802s,PASSED
"navigateToUrl(""https://demo-app.online/daftar"")",Chrome 111.0.0.0,,,2023-04-03 05:41:41,2023-04-03 05:41:43,1.587s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Nama""), ""R!zk! Kh@erul"")",Chrome 111.0.0.0,,,2023-04-03 05:41:43,2023-04-03 05:41:44,0.986s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_BirthDay""), ""18-Feb-1997"")",Chrome 111.0.0.0,,,2023-04-03 05:41:44,2023-04-03 05:41:44,0.895s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Email""), ""Test@Mail.com"")",Chrome 111.0.0.0,,,2023-04-03 05:41:44,2023-04-03 05:41:45,0.813s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Whatsapp""), ""081324387267"")",Chrome 111.0.0.0,,,2023-04-03 05:41:45,2023-04-03 05:41:46,0.668s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_KataSandi""), ""testingtesting"")",Chrome 111.0.0.0,,,2023-04-03 05:41:46,2023-04-03 05:41:47,0.675s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_KonfirmasiKataSandi""), ""testingtesting"")",Chrome 111.0.0.0,,,2023-04-03 05:41:47,2023-04-03 05:41:47,0.697s,PASSED
"check(findTestObject(""Object Repository/Web/Register/Reg_Checkbox_SyaratDanKetentuan""))",Chrome 111.0.0.0,,,2023-04-03 05:41:47,2023-04-03 05:41:48,0.614s,PASSED
"click(findTestObject(""Object Repository/Web/Register/Reg_Button_Daftar""))",Chrome 111.0.0.0,,,2023-04-03 05:41:48,2023-04-03 05:41:50,2.040s,PASSED
"isValid = executeJavaScript(""document.getElementById(""name"").reportValidity();"", null)",Chrome 111.0.0.0,,,2023-04-03 05:41:50,2023-04-03 05:41:50,0.310s,FAILED
,,,,,,,
Test Cases/Web/REG/REG-15,Chrome 111.0.0.0,New user registration with a long name in the 'Nama' field,Negative,2023-04-03 05:41:50,2023-04-03 05:42:06,15.661s,PASSED
"openBrowser("""")",Chrome 111.0.0.0,,,2023-04-03 05:41:51,2023-04-03 05:41:53,1.796s,PASSED
"navigateToUrl(""https://demo-app.online/daftar"")",Chrome 111.0.0.0,,,2023-04-03 05:41:53,2023-04-03 05:41:54,1.575s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Nama""), ""Lorem ipsum dolor sit amet consectetur adipiscing elit"")",Chrome 111.0.0.0,,,2023-04-03 05:41:54,2023-04-03 05:41:55,1.087s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_BirthDay""), ""18-Feb-1997"")",Chrome 111.0.0.0,,,2023-04-03 05:41:55,2023-04-03 05:41:56,0.901s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Email""), ""Test@Mail.com"")",Chrome 111.0.0.0,,,2023-04-03 05:41:56,2023-04-03 05:41:57,0.812s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Whatsapp""), ""081324387267"")",Chrome 111.0.0.0,,,2023-04-03 05:41:57,2023-04-03 05:41:58,0.751s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_KataSandi""), ""testingtesting"")",Chrome 111.0.0.0,,,2023-04-03 05:41:58,2023-04-03 05:41:59,0.831s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_KonfirmasiKataSandi""), ""testingtesting"")",Chrome 111.0.0.0,,,2023-04-03 05:41:59,2023-04-03 05:41:59,0.927s,PASSED
"check(findTestObject(""Object Repository/Web/Register/Reg_Checkbox_SyaratDanKetentuan""))",Chrome 111.0.0.0,,,2023-04-03 05:41:59,2023-04-03 05:42:00,0.395s,PASSED
"click(findTestObject(""Object Repository/Web/Register/Reg_Button_Daftar""))",Chrome 111.0.0.0,,,2023-04-03 05:42:00,2023-04-03 05:42:01,1.089s,PASSED
"isValid = executeJavaScript(""document.getElementById(""name"").reportValidity();"", null)",Chrome 111.0.0.0,,,2023-04-03 05:42:01,2023-04-03 05:42:01,0.018s,PASSED
"assert !(isValid) : ""Validation error should be displayed""",Chrome 111.0.0.0,,,2023-04-03 05:42:01,2023-04-03 05:42:01,0.001s,PASSED
delay(5),Chrome 111.0.0.0,,,2023-04-03 05:42:01,2023-04-03 05:42:06,5.011s,PASSED
"assert getUrl() != ""https://demo-app.online/email/verify""",Chrome 111.0.0.0,,,2023-04-03 05:42:06,2023-04-03 05:42:06,0.010s,PASSED
,,,,,,,
Test Cases/Web/REG/REG-16,Chrome 111.0.0.0,Verify 'Tanggal Lahir' field is working correctly with valid inputs,Positive,2023-04-03 05:42:06,2023-04-03 05:42:08,2.086s,ERROR
"openBrowser("""")",Chrome 111.0.0.0,,,2023-04-03 05:42:06,2023-04-03 05:42:08,1.786s,PASSED
"testData = findTestData(""Data Files/Web/Register_Birthday"")",Chrome 111.0.0.0,,,2023-04-03 05:42:08,2023-04-03 05:42:08,0.042s,PASSED
"for ([i = 1, i <= testData.getRowNumbers(), (i++)])",Chrome 111.0.0.0,,,2023-04-03 05:42:08,2023-04-03 05:42:08,0.008s,ERROR
,,,,,,,
Test Cases/Web/REG/REG-17,Chrome 111.0.0.0,New user registration with an empty value in the 'Tanggal Lahir' field,Negative,2023-04-03 05:42:08,2023-04-03 05:42:22,13.648s,PASSED
"openBrowser("""")",Chrome 111.0.0.0,,,2023-04-03 05:42:08,2023-04-03 05:42:10,1.746s,PASSED
"navigateToUrl(""https://demo-app.online/daftar"")",Chrome 111.0.0.0,,,2023-04-03 05:42:10,2023-04-03 05:42:12,1.456s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Nama""), ""Rizki Khaerul Fajri"")",Chrome 111.0.0.0,,,2023-04-03 05:42:12,2023-04-03 05:42:13,1.099s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Email""), ""Test@Mail.com"")",Chrome 111.0.0.0,,,2023-04-03 05:42:13,2023-04-03 05:42:13,0.642s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Whatsapp""), ""081324387267"")",Chrome 111.0.0.0,,,2023-04-03 05:42:13,2023-04-03 05:42:14,0.666s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_KataSandi""), ""testingtesting"")",Chrome 111.0.0.0,,,2023-04-03 05:42:14,2023-04-03 05:42:15,0.671s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_KonfirmasiKataSandi""), ""testingtesting"")",Chrome 111.0.0.0,,,2023-04-03 05:42:15,2023-04-03 05:42:15,0.675s,PASSED
"check(findTestObject(""Object Repository/Web/Register/Reg_Checkbox_SyaratDanKetentuan""))",Chrome 111.0.0.0,,,2023-04-03 05:42:15,2023-04-03 05:42:16,0.380s,PASSED
"click(findTestObject(""Object Repository/Web/Register/Reg_Button_Daftar""))",Chrome 111.0.0.0,,,2023-04-03 05:42:16,2023-04-03 05:42:17,1.028s,PASSED
"isValid = executeJavaScript(""document.getElementById(""name"").reportValidity();"", null)",Chrome 111.0.0.0,,,2023-04-03 05:42:17,2023-04-03 05:42:17,0.025s,PASSED
"assert !(isValid) : ""Validation error should be displayed""",Chrome 111.0.0.0,,,2023-04-03 05:42:17,2023-04-03 05:42:17,0.000s,PASSED
delay(5),Chrome 111.0.0.0,,,2023-04-03 05:42:17,2023-04-03 05:42:22,5.005s,PASSED
"assert getUrl() != ""https://demo-app.online/email/verify""",Chrome 111.0.0.0,,,2023-04-03 05:42:22,2023-04-03 05:42:22,0.009s,PASSED
,,,,,,,
Test Cases/Web/REG/REG-18,Chrome 111.0.0.0,New user registration with a white space value in the 'Tanggal Lahir' field,Negative,2023-04-03 05:42:22,2023-04-03 05:42:37,15.252s,PASSED
"openBrowser("""")",Chrome 111.0.0.0,,,2023-04-03 05:42:22,2023-04-03 05:42:24,1.763s,PASSED
"navigateToUrl(""https://demo-app.online/daftar"")",Chrome 111.0.0.0,,,2023-04-03 05:42:24,2023-04-03 05:42:25,1.734s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Nama""), ""Rizki Khaerul Fajri"")",Chrome 111.0.0.0,,,2023-04-03 05:42:25,2023-04-03 05:42:27,1.102s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_BirthDay""), "" "")",Chrome 111.0.0.0,,,2023-04-03 05:42:27,2023-04-03 05:42:27,0.679s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Email""), ""Test@Mail.com"")",Chrome 111.0.0.0,,,2023-04-03 05:42:27,2023-04-03 05:42:28,0.817s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Whatsapp""), ""081324387267"")",Chrome 111.0.0.0,,,2023-04-03 05:42:28,2023-04-03 05:42:29,0.707s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_KataSandi""), ""testingtesting"")",Chrome 111.0.0.0,,,2023-04-03 05:42:29,2023-04-03 05:42:29,0.706s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_KonfirmasiKataSandi""), ""testingtesting"")",Chrome 111.0.0.0,,,2023-04-03 05:42:29,2023-04-03 05:42:30,0.692s,PASSED
"check(findTestObject(""Object Repository/Web/Register/Reg_Checkbox_SyaratDanKetentuan""))",Chrome 111.0.0.0,,,2023-04-03 05:42:30,2023-04-03 05:42:31,0.626s,PASSED
"click(findTestObject(""Object Repository/Web/Register/Reg_Button_Daftar""))",Chrome 111.0.0.0,,,2023-04-03 05:42:31,2023-04-03 05:42:32,1.138s,PASSED
"isValid = executeJavaScript(""document.getElementById(""name"").reportValidity();"", null)",Chrome 111.0.0.0,,,2023-04-03 05:42:32,2023-04-03 05:42:32,0.029s,PASSED
"assert !(isValid) : ""Validation error should be displayed""",Chrome 111.0.0.0,,,2023-04-03 05:42:32,2023-04-03 05:42:32,0.002s,PASSED
delay(5),Chrome 111.0.0.0,,,2023-04-03 05:42:32,2023-04-03 05:42:37,5.004s,PASSED
"assert getUrl() != ""https://demo-app.online/email/verify""",Chrome 111.0.0.0,,,2023-04-03 05:42:37,2023-04-03 05:42:37,0.022s,PASSED
,,,,,,,
Test Cases/Web/REG/REG-19,Chrome 111.0.0.0,New user registration with lowercase character in the 'Tanggal Lahir' field,Negative,2023-04-03 05:42:37,2023-04-03 05:42:55,17.535s,PASSED
"openBrowser("""")",Chrome 111.0.0.0,,,2023-04-03 05:42:37,2023-04-03 05:42:39,1.802s,PASSED
"navigateToUrl(""https://demo-app.online/daftar"")",Chrome 111.0.0.0,,,2023-04-03 05:42:39,2023-04-03 05:42:41,2.160s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Nama""), ""Rizki Khaerul Fajri"")",Chrome 111.0.0.0,,,2023-04-03 05:42:41,2023-04-03 05:42:43,1.178s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_BirthDay""), ""18-feb-1997"")",Chrome 111.0.0.0,,,2023-04-03 05:42:43,2023-04-03 05:42:44,1.071s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Email""), ""Test@Mail.com"")",Chrome 111.0.0.0,,,2023-04-03 05:42:44,2023-04-03 05:42:44,0.784s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Whatsapp""), ""081324387267"")",Chrome 111.0.0.0,,,2023-04-03 05:42:44,2023-04-03 05:42:45,0.666s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_KataSandi""), ""testingtesting"")",Chrome 111.0.0.0,,,2023-04-03 05:42:45,2023-04-03 05:42:46,0.714s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_KonfirmasiKataSandi""), ""testingtesting"")",Chrome 111.0.0.0,,,2023-04-03 05:42:46,2023-04-03 05:42:47,0.907s,PASSED
"check(findTestObject(""Object Repository/Web/Register/Reg_Checkbox_SyaratDanKetentuan""))",Chrome 111.0.0.0,,,2023-04-03 05:42:47,2023-04-03 05:42:47,0.394s,PASSED
"expectedInputBirthday = ""18-Feb-1997""",Chrome 111.0.0.0,,,2023-04-03 05:42:47,2023-04-03 05:42:47,0.000s,PASSED
"actualInputBirthday = getAttribute(findTestObject(""Object Repository/Web/Register/Reg_InputText_BirthDay""), ""value"")",Chrome 111.0.0.0,,,2023-04-03 05:42:47,2023-04-03 05:42:47,0.334s,PASSED
"verifyNotEqual(actualInputBirthday, expectedInputBirthday, OPTIONAL)",Chrome 111.0.0.0,,,2023-04-03 05:42:47,2023-04-03 05:42:47,0.009s,PASSED
"click(findTestObject(""Object Repository/Web/Register/Reg_Button_Daftar""))",Chrome 111.0.0.0,,,2023-04-03 05:42:47,2023-04-03 05:42:49,2.004s,PASSED
delay(5),Chrome 111.0.0.0,,,2023-04-03 05:42:49,2023-04-03 05:42:55,5.005s,PASSED
"assert getUrl() == ""https://demo-app.online/email/verify""",Chrome 111.0.0.0,,,2023-04-03 05:42:55,2023-04-03 05:42:55,0.011s,PASSED
,,,,,,,
Test Cases/Web/REG/REG-20,Chrome 111.0.0.0,New user registration with uppercase character in the 'Tanggal Lahir' field,Negative,2023-04-03 05:42:55,2023-04-03 05:43:12,17.833s,PASSED
"openBrowser("""")",Chrome 111.0.0.0,,,2023-04-03 05:42:55,2023-04-03 05:42:57,1.811s,PASSED
"navigateToUrl(""https://demo-app.online/daftar"")",Chrome 111.0.0.0,,,2023-04-03 05:42:57,2023-04-03 05:42:59,1.762s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Nama""), ""Rizki Khaerul Fajri"")",Chrome 111.0.0.0,,,2023-04-03 05:42:59,2023-04-03 05:43:00,0.991s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_BirthDay""), ""18-FEB-1997"")",Chrome 111.0.0.0,,,2023-04-03 05:43:00,2023-04-03 05:43:00,0.826s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Email""), ""Test@Mail.com"")",Chrome 111.0.0.0,,,2023-04-03 05:43:00,2023-04-03 05:43:01,0.881s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Whatsapp""), ""081324387267"")",Chrome 111.0.0.0,,,2023-04-03 05:43:01,2023-04-03 05:43:02,0.678s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_KataSandi""), ""testingtesting"")",Chrome 111.0.0.0,,,2023-04-03 05:43:02,2023-04-03 05:43:03,0.673s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_KonfirmasiKataSandi""), ""testingtesting"")",Chrome 111.0.0.0,,,2023-04-03 05:43:03,2023-04-03 05:43:03,0.662s,PASSED
"check(findTestObject(""Object Repository/Web/Register/Reg_Checkbox_SyaratDanKetentuan""))",Chrome 111.0.0.0,,,2023-04-03 05:43:03,2023-04-03 05:43:04,0.588s,PASSED
"expectedInputBirthday = ""18-Feb-1997""",Chrome 111.0.0.0,,,2023-04-03 05:43:04,2023-04-03 05:43:04,0.000s,PASSED
"actualInputBirthday = getAttribute(findTestObject(""Object Repository/Web/Register/Reg_InputText_BirthDay""), ""value"")",Chrome 111.0.0.0,,,2023-04-03 05:43:04,2023-04-03 05:43:04,0.324s,PASSED
"verifyNotEqual(actualInputBirthday, expectedInputBirthday, OPTIONAL)",Chrome 111.0.0.0,,,2023-04-03 05:43:04,2023-04-03 05:43:04,0.002s,PASSED
"click(findTestObject(""Object Repository/Web/Register/Reg_Button_Daftar""))",Chrome 111.0.0.0,,,2023-04-03 05:43:04,2023-04-03 05:43:07,3.051s,PASSED
delay(5),Chrome 111.0.0.0,,,2023-04-03 05:43:07,2023-04-03 05:43:12,5.004s,PASSED
"assert getUrl() == ""https://demo-app.online/email/verify""",Chrome 111.0.0.0,,,2023-04-03 05:43:12,2023-04-03 05:43:12,0.007s,PASSED
,,,,,,,
Test Cases/Web/REG/REG-21,Chrome 111.0.0.0,New user registration with invalid format in the 'Tanggal Lahir' field,Negative,2023-04-03 05:43:12,2023-04-03 05:43:28,15.365s,FAILED
"openBrowser("""")",Chrome 111.0.0.0,,,2023-04-03 05:43:13,2023-04-03 05:43:14,1.790s,PASSED
"navigateToUrl(""https://demo-app.online/daftar"")",Chrome 111.0.0.0,,,2023-04-03 05:43:14,2023-04-03 05:43:16,1.654s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Nama""), ""Rizki Khaerul Fajri"")",Chrome 111.0.0.0,,,2023-04-03 05:43:16,2023-04-03 05:43:17,0.990s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_BirthDay""), ""asdf1234"")",Chrome 111.0.0.0,,,2023-04-03 05:43:17,2023-04-03 05:43:18,0.740s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Email""), ""Test@Mail.com"")",Chrome 111.0.0.0,,,2023-04-03 05:43:18,2023-04-03 05:43:19,0.884s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Whatsapp""), ""081324387267"")",Chrome 111.0.0.0,,,2023-04-03 05:43:19,2023-04-03 05:43:19,0.661s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_KataSandi""), ""testingtesting"")",Chrome 111.0.0.0,,,2023-04-03 05:43:19,2023-04-03 05:43:20,0.661s,PASSED
