Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Edit Profile All TC,,,,2023-04-03 09:59:08,2023-04-03 10:05:54,6m - 45.529s,PASSED
,,,,,,,
Test Cases/Android/Login/LOG-05,,Login with a valid email and password combination,,2023-04-03 09:59:09,2023-04-03 09:59:34,25.211s,PASSED
"startExistingApplication(""com.codingid.codingidhive.betastaging"")",,,,2023-04-03 09:59:09,2023-04-03 09:59:22,13.001s,PASSED
"tap(findTestObject(""Android/Home_Button_LoginButton""), 0)",,,,2023-04-03 09:59:22,2023-04-03 09:59:24,1.841s,PASSED
"setText(findTestObject(""Android/Login_Field_Email""), ""pooyutre203@gmail.com"", 0)",,,,2023-04-03 09:59:24,2023-04-03 09:59:26,2.308s,PASSED
"setEncryptedText(findTestObject(""Android/Login_Field_Password""), ""gR0Nb1R4MGJzAGnAbnpVZA=="", 0)",,,,2023-04-03 09:59:26,2023-04-03 09:59:28,1.543s,PASSED
switchToNative(),,,,2023-04-03 09:59:28,2023-04-03 09:59:28,0.132s,PASSED
"tap(findTestObject(""Android/Login_Button_Login""), 0)",,,,2023-04-03 09:59:28,2023-04-03 09:59:29,0.960s,PASSED
"waitForElementPresent(findTestObject(""Android/Home_Button_Cart""), 3, CONTINUE_ON_FAILURE)",,,,2023-04-03 09:59:29,2023-04-03 09:59:33,4.711s,PASSED
closeApplication(),,,,2023-04-03 09:59:33,2023-04-03 09:59:34,0.345s,PASSED
,,,,,,,
Test Cases/Android/Edit Profile/EPF08,,,,2023-04-03 09:59:34,2023-04-03 09:59:53,18.913s,PASSED
"startExistingApplication(""com.codingid.codingidhive.betastaging"")",,,,2023-04-03 09:59:34,2023-04-03 09:59:44,10.097s,PASSED
"tap(findTestObject(""Object Repository/Android/Home_Section_Profile""), 0)",,,,2023-04-03 09:59:44,2023-04-03 09:59:45,0.816s,PASSED
"tap(findTestObject(""Object Repository/Android/Profile_Button_Settings""), 0)",,,,2023-04-03 09:59:45,2023-04-03 09:59:46,0.888s,PASSED
"tap(findTestObject(""Object Repository/Android/Profile_Button_Settings_Option_EditProfile""), 0)",,,,2023-04-03 09:59:46,2023-04-03 09:59:47,1.146s,PASSED
"setText(findTestObject(""Object Repository/Android/EditProfile_Field_Fullname""), fullname, 0)",,,,2023-04-03 09:59:47,2023-04-03 09:59:50,2.869s,PASSED
"verifyElementNotVisible(findTestObject(""Object Repository/Android/EditProfile_ErrorMsg_Cannot be empty and must be alphabetically_Field_Fullname""), 1)",,,,2023-04-03 09:59:50,2023-04-03 09:59:51,1.168s,PASSED
pressBack(),,,,2023-04-03 09:59:51,2023-04-03 09:59:51,0.202s,PASSED
pressBack(),,,,2023-04-03 09:59:51,2023-04-03 09:59:52,1.172s,PASSED
closeApplication(),,,,2023-04-03 09:59:52,2023-04-03 09:59:53,0.323s,PASSED
,,,,,,,
Test Cases/Android/Edit Profile/EPF08,,,,2023-04-03 09:59:53,2023-04-03 10:00:13,19.709s,PASSED
"startExistingApplication(""com.codingid.codingidhive.betastaging"")",,,,2023-04-03 09:59:53,2023-04-03 10:00:04,10.837s,PASSED
"tap(findTestObject(""Object Repository/Android/Home_Section_Profile""), 0)",,,,2023-04-03 10:00:04,2023-04-03 10:00:05,1.204s,PASSED
"tap(findTestObject(""Object Repository/Android/Profile_Button_Settings""), 0)",,,,2023-04-03 10:00:05,2023-04-03 10:00:06,1.261s,PASSED
"tap(findTestObject(""Object Repository/Android/Profile_Button_Settings_Option_EditProfile""), 0)",,,,2023-04-03 10:00:06,2023-04-03 10:00:07,1.056s,PASSED
"setText(findTestObject(""Object Repository/Android/EditProfile_Field_Fullname""), fullname, 0)",,,,2023-04-03 10:00:07,2023-04-03 10:00:10,2.702s,PASSED
"verifyElementNotVisible(findTestObject(""Object Repository/Android/EditProfile_ErrorMsg_Cannot be empty and must be alphabetically_Field_Fullname""), 1)",,,,2023-04-03 10:00:10,2023-04-03 10:00:11,1.093s,PASSED
pressBack(),,,,2023-04-03 10:00:11,2023-04-03 10:00:11,0.204s,PASSED
pressBack(),,,,2023-04-03 10:00:11,2023-04-03 10:00:12,1.059s,PASSED
closeApplication(),,,,2023-04-03 10:00:12,2023-04-03 10:00:13,0.276s,PASSED
,,,,,,,
Test Cases/Android/Edit Profile/EPF08,,,,2023-04-03 10:00:13,2023-04-03 10:00:32,19.618s,PASSED
"startExistingApplication(""com.codingid.codingidhive.betastaging"")",,,,2023-04-03 10:00:13,2023-04-03 10:00:23,10.615s,PASSED
"tap(findTestObject(""Object Repository/Android/Home_Section_Profile""), 0)",,,,2023-04-03 10:00:23,2023-04-03 10:00:24,1.169s,PASSED
"tap(findTestObject(""Object Repository/Android/Profile_Button_Settings""), 0)",,,,2023-04-03 10:00:24,2023-04-03 10:00:26,1.987s,PASSED
"tap(findTestObject(""Object Repository/Android/Profile_Button_Settings_Option_EditProfile""), 0)",,,,2023-04-03 10:00:26,2023-04-03 10:00:27,0.280s,PASSED
"setText(findTestObject(""Object Repository/Android/EditProfile_Field_Fullname""), fullname, 0)",,,,2023-04-03 10:00:27,2023-04-03 10:00:29,2.738s,PASSED
