Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
REG,Chrome 111.0.0.0,,,2023-04-03 08:03:06,2023-04-03 08:18:23,15m - 16.610s,FAILED
,,,,,,,
Test Cases/Web/REG/REG-11,Chrome 111.0.0.0,Verify 'Nama' field is working correctly with valid input,Positive,2023-04-03 08:03:06,2023-04-03 08:04:23,1m - 16.326s,PASSED
"openBrowser("""")",Chrome 111.0.0.0,,,2023-04-03 08:03:07,2023-04-03 08:03:09,2.408s,PASSED
"testData = findTestData(""Data Files/Web/Register_Name"")",Chrome 111.0.0.0,,,2023-04-03 08:03:09,2023-04-03 08:03:10,0.598s,PASSED
"for ([i = 1, i <= testData.getRowNumbers(), (i++)])",Chrome 111.0.0.0,,,2023-04-03 08:03:10,2023-04-03 08:04:23,1m - 12.946s,PASSED
,,,,,,,
Test Cases/Web/REG/REG-12,Chrome 111.0.0.0,Register a new user with valid credential,Positive,2023-04-03 08:04:23,2023-04-03 08:04:35,12.586s,FAILED
"openBrowser("""")",Chrome 111.0.0.0,,,2023-04-03 08:04:23,2023-04-03 08:04:25,1.827s,PASSED
"navigateToUrl(""https://demo-app.online/daftar"")",Chrome 111.0.0.0,,,2023-04-03 08:04:25,2023-04-03 08:04:26,1.605s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_BirthDay""), ""18-Feb-1997"")",Chrome 111.0.0.0,,,2023-04-03 08:04:26,2023-04-03 08:04:28,1.253s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Email""), ""Test@Mail.com"")",Chrome 111.0.0.0,,,2023-04-03 08:04:28,2023-04-03 08:04:28,0.876s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_Whatsapp""), ""081324387267"")",Chrome 111.0.0.0,,,2023-04-03 08:04:28,2023-04-03 08:04:29,0.646s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_KataSandi""), ""testingtesting"")",Chrome 111.0.0.0,,,2023-04-03 08:04:29,2023-04-03 08:04:30,0.666s,PASSED
"setText(findTestObject(""Object Repository/Web/Register/Reg_InputText_KonfirmasiKataSandi""), ""testingtesting"")",Chrome 111.0.0.0,,,2023-04-03 08:04:30,2023-04-03 08:04:30,0.654s,PASSED
"check(findTestObject(""Object Repository/Web/Register/Reg_Checkbox_SyaratDanKetentuan""))",Chrome 111.0.0.0,,,2023-04-03 08:04:30,2023-04-03 08:04:31,0.378s,PASSED
"click(findTestObject(""Object Repository/Web/Register/Reg_Button_Daftar""))",Chrome 111.0.0.0,,,2023-04-03 08:04:31,2023-04-03 08:04:31,0.364s,PASSED
delay(2),Chrome 111.0.0.0,,,2023-04-03 08:04:31,2023-04-03 08:04:33,2.003s,PASSED
"if (getUrl() == ""https://demo-app.online/daftar"")",Chrome 111.0.0.0,,,2023-04-03 08:04:33,2023-04-03 08:04:33,0.042s,PASSED
delay(2),Chrome 111.0.0.0,,,2023-04-03 08:04:33,2023-04-03 08:04:35,2.008s,PASSED
"assert getUrl() == ""https://demo-app.online/email/verify""",Chrome 111.0.0.0,,,2023-04-03 08:04:35,2023-04-03 08:04:35,0.015s,FAILED
,,,,,,,
Test Cases/Web/REG/REG-13,Chrome 111.0.0.0,New user registration with white space value in the 'Nama' field,Negative,2023-04-03 08:04:35,2023-04-03 08:04:49,14.109s,PASSED
